1;afghanistan
2;ägypten
3;albanien
4;algerien
5;andorra
6;angola
7;antigua und barbuda
8;äquatorialguinea
9;argentinien
10;armenien
11;aserbaidschan
12;äthiopien
13;australien
14;bahamas
15;bahrain
16;bangladesch
17;barbados
18;belarus
19;belgien
20;belize
21;benin
22;bhutan
23;bolivien
24;bosnien
25;bosnien und herzegowina
26;botsuana
27;brasilien
28;brunei darussalam
29;bulgarien
30;burkina faso
31;burundi
32;chile
33;china
34;cookinseln
35;costa rica
36;côte d´ivoire
37;dänemark
38;deutschland
39;dominica
40;dominikanische republik
41;dschibuti
42;ecuador
43;el salvador
44;eritrea
45;estland
46;fidschi
47;finnland
48;frankreich
49;gabun
50;gambia
51;georgien
52;ghana
53;grenada
54;griechenland
55;großbritannien
56;guatemala
57;guinea
58;guinea-bissau
59;guyana
60;haiti
61;honduras
62;indien
63;indonesien
64;irak
65;iran
66;irland
67;island
68;israel
69;italien
70;jamaika
71;japan
72;jemen
73;jordanien
74;kambodscha
75;kamerun
76;kanada
77;kap verde
78;kasachstan
79;katar
80;kenia
81;kirgisistan
82;kiribati
83;kolumbien
84;komoren
85;kongo
86;nordkorea
87;südkorea
88;kosovo
89;kroatien
90;kuba
91;kuwait
92;laos
93;lesotho
94;lettland
95;libanon
96;liberia
97;libyen
98;liechtenstein
99;litauen
100;luxemburg
101;madagaskar
102;malawi
103;malaysia
104;malediven
105;mali
106;malta
107;marokko
108;marshallinseln
109;mauretanien
110;mauritius
111;mazedonien
112;mexiko
113;mikronesien
114;moldau
115;monaco
116;mongolei
117;montenegro
118;mosambik
119;myanmar
120;namibia
121;nauru
122;nepal
123;neuseeland
124;nicaragua
125;niederlande
126;niger
127;nigeria
128;norwegen
129;oman
130;österreich
131;pakistan
132;palau
133;panama
134;papua-neuguinea
135;paraguay
136;peru
137;philippinen
138;polen
139;portugal
140;ruanda
141;rumänien
142;russische föderation
143;salomonen
144;sambia
145;samoa
146;san marino
147;sao tome und principe
148;saudi-arabien
149;schweden
150;schweiz
151;senegal
152;serbien
153;seychellen
154;sierra leone
155;simbabwe
156;singapur
157;slowakei
158;slowenien
159;somalia
160;spanien
161;sri lanka
162;st kitts und nevis
163;st lucia
164;st vincent und die grenadinen
165;südafrika
166;sudan
167;südsudan
168;suriname
169;swasiland
170;syrien
171;tadschikistan
172;taiwan
173;tansania
174;thailand
175;timor-leste
176;togo
177;tonga
178;trinidad und tobago
179;tschad
180;tschechische republik
181;tunesien
182;türkei
183;turkmenistan
184;tuvalu
185;usa
186;uganda
187;ukraine
188;ungarn
189;uruguay
190;usbekistan
191;vanuatu
192;vatikanstadt
193;venezuela
194;vereinigte arabische emirate
195;vereinigte staaten
196;vietnam
197;zentralafrikanische republik
198;zypern
